Public health unit,Date,Outbreak,Close contact,No known epi-link,Travel,No information,Epi link - type unspecified
Haldimand-Norfolk Health Unit,"May 1, 2021",1,13,2,0,2,0
Haldimand-Norfolk Health Unit,"May 2, 2021",2,8,2,0,0,0
Haldimand-Norfolk Health Unit,"May 3, 2021",2,8,2,0,0,0
Haldimand-Norfolk Health Unit,"May 4, 2021",5,13,5,0,1,0
Haldimand-Norfolk Health Unit,"May 5, 2021",7,6,4,0,1,0
Haldimand-Norfolk Health Unit,"May 6, 2021",3,12,4,1,0,0
Haldimand-Norfolk Health Unit,"May 7, 2021",3,19,1,0,0,0
Haldimand-Norfolk Health Unit,"May 8, 2021",1,2,1,0,0,0
Haldimand-Norfolk Health Unit,"May 9, 2021",1,6,0,0,1,0
Haldimand-Norfolk Health Unit,"May 10, 2021",4,9,4,0,0,0
Haldimand-Norfolk Health Unit,"May 11, 2021",0,11,3,0,0,0
Haldimand-Norfolk Health Unit,"May 12, 2021",1,7,2,2,1,0
Haldimand-Norfolk Health Unit,"May 13, 2021",3,7,3,0,0,0
Haldimand-Norfolk Health Unit,"May 14, 2021",0,14,4,0,0,0
Haldimand-Norfolk Health Unit,"May 15, 2021",0,3,3,2,0,0
Haldimand-Norfolk Health Unit,"May 16, 2021",0,7,2,1,1,0
Haldimand-Norfolk Health Unit,"May 17, 2021",2,0,1,0,0,0
Haldimand-Norfolk Health Unit,"May 18, 2021",2,8,2,0,0,0
Haldimand-Norfolk Health Unit,"May 19, 2021",1,7,3,0,0,0
Haldimand-Norfolk Health Unit,"May 20, 2021",1,4,1,0,0,0
Haldimand-Norfolk Health Unit,"May 21, 2021",0,2,3,0,0,0
Haldimand-Norfolk Health Unit,"May 22, 2021",1,2,2,1,0,0
Haldimand-Norfolk Health Unit,"May 23, 2021",2,3,1,0,1,0
Haldimand-Norfolk Health Unit,"May 24, 2021",0,11,1,0,1,0
Haldimand-Norfolk Health Unit,"May 25, 2021",1,1,1,0,0,0
Haldimand-Norfolk Health Unit,"May 26, 2021",0,2,1,1,0,0
Haldimand-Norfolk Health Unit,"May 27, 2021",1,5,4,0,0,0
Haldimand-Norfolk Health Unit,"May 28, 2021",1,3,3,1,0,0
Haldimand-Norfolk Health Unit,"May 29, 2021",0,2,0,0,0,0
Haldimand-Norfolk Health Unit,"May 30, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"May 31, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"June 1, 2021",0,2,0,0,0,0
Haldimand-Norfolk Health Unit,"June 2, 2021",1,2,2,0,0,0
Haldimand-Norfolk Health Unit,"June 3, 2021",0,1,2,0,0,0
Haldimand-Norfolk Health Unit,"June 4, 2021",0,2,1,0,0,0
Haldimand-Norfolk Health Unit,"June 5, 2021",0,2,0,0,0,0
Haldimand-Norfolk Health Unit,"June 6, 2021",0,5,0,0,0,0
Haldimand-Norfolk Health Unit,"June 7, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"June 8, 2021",0,3,2,0,0,0
Haldimand-Norfolk Health Unit,"June 9, 2021",0,2,2,0,0,0
Haldimand-Norfolk Health Unit,"June 10, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"June 11, 2021",0,3,0,0,0,0
Haldimand-Norfolk Health Unit,"June 12, 2021",0,1,1,0,0,0
Haldimand-Norfolk Health Unit,"June 13, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"June 14, 2021",2,0,0,1,0,0
Haldimand-Norfolk Health Unit,"June 15, 2021",0,3,0,0,0,0
Haldimand-Norfolk Health Unit,"June 16, 2021",1,0,1,0,0,0
Haldimand-Norfolk Health Unit,"June 17, 2021",0,2,0,0,0,0
Haldimand-Norfolk Health Unit,"June 18, 2021",0,0,1,0,0,0
Haldimand-Norfolk Health Unit,"June 19, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"June 20, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"June 21, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"June 22, 2021",0,0,1,0,0,0
Haldimand-Norfolk Health Unit,"June 23, 2021",0,2,1,0,0,0
Haldimand-Norfolk Health Unit,"June 24, 2021",1,1,0,0,0,0
Haldimand-Norfolk Health Unit,"June 25, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"June 26, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"June 27, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"June 28, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"June 29, 2021",0,2,0,1,0,0
Haldimand-Norfolk Health Unit,"June 30, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 1, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 2, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 3, 2021",1,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 4, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 5, 2021",0,1,0,0,1,0
Haldimand-Norfolk Health Unit,"July 6, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"July 7, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"July 8, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 9, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 10, 2021",0,0,0,2,0,0
Haldimand-Norfolk Health Unit,"July 11, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 12, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 13, 2021",0,2,0,0,0,0
Haldimand-Norfolk Health Unit,"July 14, 2021",1,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 15, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 16, 2021",0,0,0,1,0,0
Haldimand-Norfolk Health Unit,"July 17, 2021",0,0,1,0,0,0
Haldimand-Norfolk Health Unit,"July 18, 2021",0,0,1,1,0,0
Haldimand-Norfolk Health Unit,"July 19, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 20, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"July 21, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"July 22, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"July 23, 2021",0,3,0,0,0,0
Haldimand-Norfolk Health Unit,"July 24, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 25, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 26, 2021",1,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 27, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 28, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"July 29, 2021",0,3,0,0,0,0
Haldimand-Norfolk Health Unit,"July 30, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"July 31, 2021",1,1,0,1,0,0
Haldimand-Norfolk Health Unit,"August 1, 2021",0,0,2,1,0,0
Haldimand-Norfolk Health Unit,"August 2, 2021",0,3,0,1,0,0
Haldimand-Norfolk Health Unit,"August 3, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"August 4, 2021",0,0,1,0,0,0
Haldimand-Norfolk Health Unit,"August 5, 2021",0,2,0,1,0,0
Haldimand-Norfolk Health Unit,"August 6, 2021",1,2,0,0,0,0
Haldimand-Norfolk Health Unit,"August 7, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"August 8, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"August 9, 2021",0,1,1,0,0,0
Haldimand-Norfolk Health Unit,"August 10, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"August 11, 2021",4,0,0,0,0,0
Haldimand-Norfolk Health Unit,"August 12, 2021",1,0,0,0,0,0
Haldimand-Norfolk Health Unit,"August 13, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"August 14, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"August 15, 2021",0,0,2,1,0,0
Haldimand-Norfolk Health Unit,"August 16, 2021",0,1,2,0,0,0
Haldimand-Norfolk Health Unit,"August 17, 2021",1,5,3,0,0,0
Haldimand-Norfolk Health Unit,"August 18, 2021",0,0,0,1,0,0
Haldimand-Norfolk Health Unit,"August 19, 2021",1,0,2,1,0,0
Haldimand-Norfolk Health Unit,"August 20, 2021",0,3,1,0,0,0
Haldimand-Norfolk Health Unit,"August 21, 2021",2,0,0,1,1,0
Haldimand-Norfolk Health Unit,"August 22, 2021",0,2,1,0,0,0
Haldimand-Norfolk Health Unit,"August 23, 2021",1,0,0,0,0,0
Haldimand-Norfolk Health Unit,"August 24, 2021",2,2,1,1,0,0
Haldimand-Norfolk Health Unit,"August 25, 2021",0,5,2,0,0,0
Haldimand-Norfolk Health Unit,"August 26, 2021",0,2,0,1,0,0
Haldimand-Norfolk Health Unit,"August 27, 2021",0,4,0,0,0,0
Haldimand-Norfolk Health Unit,"August 28, 2021",0,4,0,0,0,0
Haldimand-Norfolk Health Unit,"August 29, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"August 30, 2021",0,3,0,0,0,0
Haldimand-Norfolk Health Unit,"August 31, 2021",0,1,1,2,0,0
Haldimand-Norfolk Health Unit,"September 1, 2021",0,1,1,0,0,0
Haldimand-Norfolk Health Unit,"September 2, 2021",0,1,4,0,1,0
Haldimand-Norfolk Health Unit,"September 3, 2021",0,2,1,0,0,0
Haldimand-Norfolk Health Unit,"September 4, 2021",0,0,1,0,0,0
Haldimand-Norfolk Health Unit,"September 5, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"September 6, 2021",0,0,1,0,0,0
Haldimand-Norfolk Health Unit,"September 7, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"September 8, 2021",1,5,1,0,2,0
Haldimand-Norfolk Health Unit,"September 9, 2021",5,1,1,0,2,0
Haldimand-Norfolk Health Unit,"September 10, 2021",0,0,1,0,0,0
Haldimand-Norfolk Health Unit,"September 11, 2021",0,1,1,0,0,0
Haldimand-Norfolk Health Unit,"September 12, 2021",0,1,0,0,0,0
Haldimand-Norfolk Health Unit,"September 13, 2021",0,1,1,0,0,0
Haldimand-Norfolk Health Unit,"September 14, 2021",3,0,0,0,0,0
Haldimand-Norfolk Health Unit,"September 15, 2021",2,1,3,0,2,0
Haldimand-Norfolk Health Unit,"September 16, 2021",1,1,2,0,1,0
Haldimand-Norfolk Health Unit,"September 17, 2021",2,1,1,1,0,0
Haldimand-Norfolk Health Unit,"September 18, 2021",0,3,1,0,0,0
Haldimand-Norfolk Health Unit,"September 19, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"September 20, 2021",0,3,0,0,3,0
Haldimand-Norfolk Health Unit,"September 21, 2021",0,2,0,0,0,0
Haldimand-Norfolk Health Unit,"September 22, 2021",0,2,3,0,0,0
Haldimand-Norfolk Health Unit,"September 23, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"September 24, 2021",1,0,2,0,1,0
Haldimand-Norfolk Health Unit,"September 25, 2021",0,0,1,0,1,0
Haldimand-Norfolk Health Unit,"September 26, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"September 27, 2021",0,2,3,0,0,0
Haldimand-Norfolk Health Unit,"September 28, 2021",2,4,0,0,1,0
Haldimand-Norfolk Health Unit,"September 29, 2021",2,0,1,0,1,0
Haldimand-Norfolk Health Unit,"September 30, 2021",0,2,3,0,0,0
Haldimand-Norfolk Health Unit,"October 1, 2021",0,5,0,0,0,0
Haldimand-Norfolk Health Unit,"October 2, 2021",0,2,0,0,0,0
Haldimand-Norfolk Health Unit,"October 3, 2021",0,0,0,0,0,0
Haldimand-Norfolk Health Unit,"October 4, 2021",0,0,1,0,0,0
Haldimand-Norfolk Health Unit,"October 5, 2021",0,1,1,0,0,0
Haldimand-Norfolk Health Unit,"October 6, 2021",0,0,1,0,0,0
Haldimand-Norfolk Health Unit,"October 7, 2021",0,5,0,0,0,0
Haldimand-Norfolk Health Unit,"October 8, 2021",0,1,1,0,0,0
Haldimand-Norfolk Health Unit,"October 9, 2021",1,0,5,0,0,0
Haldimand-Norfolk Health Unit,"October 10, 2021",0,1,1,0,0,0
Haldimand-Norfolk Health Unit,"October 11, 2021",0,3,1,0,0,0
Haldimand-Norfolk Health Unit,"October 12, 2021",0,0,1,0,1,0
Haldimand-Norfolk Health Unit,"October 13, 2021",0,4,1,0,0,0
Haldimand-Norfolk Health Unit,"October 14, 2021",0,7,1,0,0,0
Haldimand-Norfolk Health Unit,"October 15, 2021",1,1,0,0,0,0
Haldimand-Norfolk Health Unit,"October 16, 2021",0,0,1,0,0,0
Haldimand-Norfolk Health Unit,"October 17, 2021",0,1,2,0,0,0
Haldimand-Norfolk Health Unit,"October 18, 2021",0,0,1,0,0,0
Haldimand-Norfolk Health Unit,"October 19, 2021",3,2,3,0,0,0
Haldimand-Norfolk Health Unit,"October 20, 2021",1,2,4,0,0,0
Haldimand-Norfolk Health Unit,"October 21, 2021",2,1,1,0,0,0
Haldimand-Norfolk Health Unit,"October 22, 2021",0,1,1,0,0,0
Haldimand-Norfolk Health Unit,"October 23, 2021",1,0,1,0,0,0
Haldimand-Norfolk Health Unit,"October 24, 2021",1,3,1,0,0,0
Haldimand-Norfolk Health Unit,"October 25, 2021",1,1,3,0,1,0
Haldimand-Norfolk Health Unit,"October 26, 2021",0,3,0,0,0,0
Haldimand-Norfolk Health Unit,"October 27, 2021",1,5,1,1,0,0
Haldimand-Norfolk Health Unit,"October 28, 2021",0,2,6,0,0,0
Haldimand-Norfolk Health Unit,"October 29, 2021",1,7,2,0,1,0
Haldimand-Norfolk Health Unit,"October 30, 2021",0,4,1,0,0,0
Haldimand-Norfolk Health Unit,"October 31, 2021",0,2,0,0,1,0
Haldimand-Norfolk Health Unit,"November 1, 2021",1,2,3,0,1,0
Haldimand-Norfolk Health Unit,"November 2, 2021",0,5,4,0,0,0
Haldimand-Norfolk Health Unit,"November 3, 2021",3,2,4,0,2,0
Haldimand-Norfolk Health Unit,"November 4, 2021",6,4,6,3,0,0
Haldimand-Norfolk Health Unit,"November 5, 2021",6,4,2,0,1,0
Haldimand-Norfolk Health Unit,"November 6, 2021",1,6,2,0,1,0
Haldimand-Norfolk Health Unit,"November 7, 2021",1,2,1,1,0,0
Haldimand-Norfolk Health Unit,"November 8, 2021",1,3,1,0,0,0
Haldimand-Norfolk Health Unit,"November 9, 2021",3,9,3,3,0,0
Haldimand-Norfolk Health Unit,"November 10, 2021",2,8,5,1,2,0
Haldimand-Norfolk Health Unit,"November 11, 2021",1,6,6,0,0,0
Haldimand-Norfolk Health Unit,"November 12, 2021",5,10,3,0,1,0
Haldimand-Norfolk Health Unit,"November 13, 2021",2,1,3,0,0,0
Haldimand-Norfolk Health Unit,"November 14, 2021",2,12,3,0,0,0
Haldimand-Norfolk Health Unit,"November 15, 2021",2,18,2,0,0,0
Haldimand-Norfolk Health Unit,"November 16, 2021",2,9,1,0,1,0
Haldimand-Norfolk Health Unit,"November 17, 2021",2,6,2,0,2,0
Haldimand-Norfolk Health Unit,"November 18, 2021",6,10,8,0,1,0
Haldimand-Norfolk Health Unit,"November 19, 2021",2,8,6,0,5,0
Haldimand-Norfolk Health Unit,"November 20, 2021",2,3,1,0,3,0
Haldimand-Norfolk Health Unit,"November 21, 2021",1,6,5,0,0,0
Haldimand-Norfolk Health Unit,"November 22, 2021",4,8,0,1,0,0
Haldimand-Norfolk Health Unit,"November 23, 2021",0,10,2,0,1,0
Haldimand-Norfolk Health Unit,"November 24, 2021",4,13,6,0,0,0
Haldimand-Norfolk Health Unit,"November 25, 2021",1,5,5,0,0,0
Haldimand-Norfolk Health Unit,"November 26, 2021",6,10,6,0,0,0
Haldimand-Norfolk Health Unit,"November 27, 2021",1,7,1,0,0,0
Haldimand-Norfolk Health Unit,"November 28, 2021",8,12,2,0,1,0
Haldimand-Norfolk Health Unit,"November 29, 2021",3,1,2,0,0,0
Haldimand-Norfolk Health Unit,"November 30, 2021",0,5,4,0,1,0
Haldimand-Norfolk Health Unit,"December 1, 2021",6,14,4,0,1,0
Haldimand-Norfolk Health Unit,"December 2, 2021",7,9,3,0,0,0
Haldimand-Norfolk Health Unit,"December 3, 2021",4,1,3,0,0,0
Haldimand-Norfolk Health Unit,"December 4, 2021",2,6,1,0,3,0
Haldimand-Norfolk Health Unit,"December 5, 2021",0,2,1,0,1,0
Haldimand-Norfolk Health Unit,"December 6, 2021",7,9,2,0,0,0
Haldimand-Norfolk Health Unit,"December 7, 2021",5,3,4,1,2,0
Haldimand-Norfolk Health Unit,"December 8, 2021",4,4,8,1,1,0
Haldimand-Norfolk Health Unit,"December 9, 2021",4,6,2,0,2,0
Haldimand-Norfolk Health Unit,"December 10, 2021",1,2,2,0,0,0
Haldimand-Norfolk Health Unit,"December 11, 2021",1,9,3,0,2,0
Haldimand-Norfolk Health Unit,"December 12, 2021",1,5,1,0,0,0
Haldimand-Norfolk Health Unit,"December 13, 2021",5,11,2,1,1,0
Haldimand-Norfolk Health Unit,"December 14, 2021",4,3,2,2,1,0
Haldimand-Norfolk Health Unit,"December 15, 2021",5,7,8,0,3,0
Haldimand-Norfolk Health Unit,"December 16, 2021",3,6,7,0,4,0
Haldimand-Norfolk Health Unit,"December 17, 2021",4,5,8,0,4,0
Haldimand-Norfolk Health Unit,"December 18, 2021",2,19,6,0,3,0
Haldimand-Norfolk Health Unit,"December 19, 2021",4,2,7,0,0,0
Haldimand-Norfolk Health Unit,"December 20, 2021",1,4,4,1,6,0
Haldimand-Norfolk Health Unit,"December 21, 2021",5,4,2,1,12,0
Haldimand-Norfolk Health Unit,"December 22, 2021",7,11,7,0,25,0
Haldimand-Norfolk Health Unit,"December 23, 2021",12,14,12,3,75,0
Haldimand-Norfolk Health Unit,"December 24, 2021",8,10,14,3,23,0
Haldimand-Norfolk Health Unit,"December 25, 2021",4,5,6,0,27,0
Haldimand-Norfolk Health Unit,"December 26, 2021",1,6,5,0,17,0
Haldimand-Norfolk Health Unit,"December 27, 2021",1,4,4,0,43,0
Haldimand-Norfolk Health Unit,"December 28, 2021",3,11,12,0,54,0
Haldimand-Norfolk Health Unit,"December 29, 2021",0,6,8,1,86,0
Haldimand-Norfolk Health Unit,"December 30, 2021",2,6,3,0,119,0
Haldimand-Norfolk Health Unit,"December 31, 2021",2,4,2,0,150,0
Haldimand-Norfolk Health Unit,"January 1, 2022",0,3,0,0,75,0
Haldimand-Norfolk Health Unit,"January 2, 2022",4,2,1,0,83,0
Haldimand-Norfolk Health Unit,"January 3, 2022",3,2,2,0,33,0
Haldimand-Norfolk Health Unit,"January 4, 2022",9,2,1,0,79,0
Haldimand-Norfolk Health Unit,"January 5, 2022",18,3,3,0,99,0
Haldimand-Norfolk Health Unit,"January 6, 2022",5,5,11,0,69,0
Haldimand-Norfolk Health Unit,"January 7, 2022",8,5,3,0,73,0
Haldimand-Norfolk Health Unit,"January 8, 2022",3,4,2,1,27,0
Haldimand-Norfolk Health Unit,"January 9, 2022",12,4,1,0,63,0
Haldimand-Norfolk Health Unit,"January 10, 2022",8,3,4,2,25,0
Haldimand-Norfolk Health Unit,"January 11, 2022",31,9,4,0,106,0
Haldimand-Norfolk Health Unit,"January 12, 2022",6,1,4,0,47,0
Haldimand-Norfolk Health Unit,"January 13, 2022",11,1,1,0,33,0
Haldimand-Norfolk Health Unit,"January 14, 2022",12,4,8,0,57,0
Haldimand-Norfolk Health Unit,"January 15, 2022",14,6,3,0,47,0
Haldimand-Norfolk Health Unit,"January 16, 2022",9,1,3,0,25,0
Haldimand-Norfolk Health Unit,"January 17, 2022",3,0,5,0,34,0
Haldimand-Norfolk Health Unit,"January 18, 2022",20,8,7,0,47,0
Haldimand-Norfolk Health Unit,"January 19, 2022",6,1,6,4,31,0
Haldimand-Norfolk Health Unit,"January 20, 2022",11,2,6,2,39,0
Haldimand-Norfolk Health Unit,"January 21, 2022",4,1,3,0,26,0
Haldimand-Norfolk Health Unit,"January 22, 2022",5,3,1,0,39,0
Haldimand-Norfolk Health Unit,"January 23, 2022",0,0,0,0,4,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 15, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 16, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 17, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 18, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 19, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 20, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 21, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 22, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 23, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 24, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 25, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 26, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 27, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 28, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 29, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 30, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","January 31, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 1, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 2, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 3, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 4, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 5, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 6, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 7, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 8, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 9, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 10, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 11, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 12, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 13, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 14, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 15, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 16, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 17, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 18, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 19, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 20, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 21, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 22, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 23, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 24, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 25, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 26, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 27, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 28, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","February 29, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 1, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 2, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 3, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 4, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 5, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 6, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 7, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 8, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 9, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 10, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 11, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 12, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 13, 2020",0,0,0,1,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 14, 2020",0,0,0,1,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 15, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 16, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 17, 2020",0,0,0,3,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 18, 2020",0,0,0,3,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 19, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 20, 2020",7,2,0,1,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 21, 2020",4,2,1,1,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 22, 2020",3,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 23, 2020",4,0,0,1,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 24, 2020",5,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 25, 2020",1,3,0,1,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 26, 2020",1,1,1,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 27, 2020",0,2,0,1,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 28, 2020",0,0,0,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 29, 2020",1,0,0,2,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 30, 2020",1,1,3,3,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","March 31, 2020",0,2,1,0,0,0
"Haliburton, Kawartha, Pine Ridge District Health Unit ","April 1, 2020",0,1,0,0,0,0
